chain_id,tail_number,flight1_Tail_Number,flight1_Flight_Duration_Minutes,flight1_Dest,flight1_Schedule_DateTime,flight1_Carrier_Airline,flight1_Origin,flight1_Flight_Delay,flight1_Orientation,flight2_Tail_Number,flight2_Flight_Duration_Minutes,flight2_Dest,flight2_Schedule_DateTime,flight2_Carrier_Airline,flight2_Origin,flight2_Flight_Delay,flight2_Orientation,flight3_Tail_Number,flight3_Flight_Duration_Minutes,flight3_Dest,flight3_Schedule_DateTime,flight3_Carrier_Airline,flight3_Origin,flight3_Flight_Delay,flight3_Orientation,ground_time_1,ground_time_2,flight2_PFD,flight2_FTD,flight3_PFD,flight3_FTD,delay_label,delay_category
80,N506AE,N506AE,123.0,ITH,2022-03-12 20:51:00,OH,CLT,-22.0,North-South,N506AE,67.0,ILM,2022-03-13 14:35:00,OH,CLT,-13.0,East-West,N506AE,73.0,CLT,2022-03-13 16:13:00,OH,ILM,-13.0,East-West,941.0,31.0,-22.0,941.0,-13.0,31.0,-13.0,0
81,N506AE,N506AE,134.0,DCA,2022-03-19 10:45:00,OH,ECP,62.0,East-West,N506AE,81.0,SYR,2022-03-19 14:54:00,OH,DCA,59.0,North-South,N506AE,137.0,DCA,2022-03-20 05:33:00,OH,BGR,-11.0,East-West,115.0,798.0,62.0,115.0,59.0,798.0,-11.0,0
82,N506AE,N506AE,81.0,SYR,2022-03-19 14:54:00,OH,DCA,59.0,North-South,N506AE,137.0,DCA,2022-03-20 05:33:00,OH,BGR,-11.0,East-West,N506AE,123.0,DCA,2022-03-20 17:31:00,OH,BGR,-9.0,East-West,798.0,581.0,59.0,798.0,-11.0,581.0,-9.0,0
83,N506AE,N506AE,137.0,DCA,2022-03-20 05:33:00,OH,BGR,-11.0,East-West,N506AE,123.0,DCA,2022-03-20 17:31:00,OH,BGR,-9.0,East-West,N506AE,90.0,HPN,2022-03-20 20:15:00,OH,DCA,-12.0,East-West,581.0,41.0,-11.0,581.0,-9.0,41.0,-12.0,0
84,N506AE,N506AE,123.0,DCA,2022-03-20 17:31:00,OH,BGR,-9.0,East-West,N506AE,90.0,HPN,2022-03-20 20:15:00,OH,DCA,-12.0,East-West,N506AE,144.0,STL,2022-03-21 12:43:00,OH,DCA,235.0,East-West,41.0,898.0,-9.0,41.0,-12.0,898.0,235.0,4
85,N506AE,N506AE,132.0,DCA,2022-03-25 13:28:00,OH,ECP,7.0,East-West,N506AE,104.0,DCA,2022-03-25 19:46:00,OH,SAV,-23.0,North-South,N506AE,95.0,CLE,2022-03-26 13:40:00,OH,PHL,-25.0,East-West,246.0,970.0,7.0,246.0,-23.0,970.0,-25.0,0
86,N506AE,N506AE,104.0,DCA,2022-03-25 19:46:00,OH,SAV,-23.0,North-South,N506AE,95.0,CLE,2022-03-26 13:40:00,OH,PHL,-25.0,East-West,N506AE,82.0,PHL,2022-03-26 16:18:00,OH,CLE,-6.0,East-West,970.0,63.0,-23.0,970.0,-25.0,63.0,-6.0,0
87,N506AE,N506AE,95.0,CLE,2022-03-26 13:40:00,OH,PHL,-25.0,East-West,N506AE,82.0,PHL,2022-03-26 16:18:00,OH,CLE,-6.0,East-West,N506AE,113.0,DCA,2022-03-27 15:52:00,OH,HSV,187.0,East-West,63.0,1332.0,-25.0,63.0,-6.0,1332.0,187.0,4
88,N506AE,N506AE,82.0,PHL,2022-03-26 16:18:00,OH,CLE,-6.0,East-West,N506AE,113.0,DCA,2022-03-27 15:52:00,OH,HSV,187.0,East-West,N506AE,58.0,ORF,2022-03-28 08:30:00,OH,DCA,33.0,North-South,1332.0,885.0,-6.0,1332.0,187.0,885.0,33.0,2
89,N506AE,N506AE,102.0,CLT,2022-03-30 06:48:00,OH,DAY,22.0,North-South,N506AE,101.0,SDF,2022-03-30 09:41:00,OH,CLT,-15.0,East-West,N506AE,103.0,CLT,2022-03-30 11:59:00,OH,SDF,-24.0,East-West,71.0,37.0,22.0,71.0,-15.0,37.0,-24.0,0
90,N506AE,N506AE,101.0,SDF,2022-03-30 09:41:00,OH,CLT,-15.0,East-West,N506AE,103.0,CLT,2022-03-30 11:59:00,OH,SDF,-24.0,East-West,N506AE,94.0,CLT,2022-03-30 17:51:00,OH,SDF,-32.0,East-West,37.0,249.0,-15.0,37.0,-24.0,249.0,-32.0,0
91,N506AE,N506AE,103.0,CLT,2022-03-30 11:59:00,OH,SDF,-24.0,East-West,N506AE,94.0,CLT,2022-03-30 17:51:00,OH,SDF,-32.0,East-West,N506AE,60.0,ORF,2022-03-31 13:44:00,OH,DCA,1.0,North-South,249.0,1099.0,-24.0,249.0,-32.0,1099.0,1.0,1
92,N507AE,N507AE,83.0,SYR,2022-03-08 15:59:00,OH,DCA,-12.0,North-South,N507AE,123.0,HSV,2022-03-08 21:08:00,OH,DCA,-6.0,East-West,N507AE,75.0,HPN,2022-03-09 09:45:00,OH,DCA,37.0,East-West,226.0,634.0,-12.0,226.0,-6.0,634.0,37.0,2
93,N507AE,N507AE,123.0,HSV,2022-03-08 21:08:00,OH,DCA,-6.0,East-West,N507AE,75.0,HPN,2022-03-09 09:45:00,OH,DCA,37.0,East-West,N507AE,71.0,DCA,2022-03-09 11:29:00,OH,HPN,61.0,East-West,634.0,29.0,-6.0,634.0,37.0,29.0,61.0,3
94,N507AE,N507AE,75.0,HPN,2022-03-09 09:45:00,OH,DCA,37.0,East-West,N507AE,71.0,DCA,2022-03-09 11:29:00,OH,HPN,61.0,East-West,N507AE,78.0,HPN,2022-03-09 13:39:00,OH,DCA,41.0,East-West,29.0,59.0,37.0,29.0,61.0,59.0,41.0,2
95,N507AE,N507AE,71.0,DCA,2022-03-09 11:29:00,OH,HPN,61.0,East-West,N507AE,78.0,HPN,2022-03-09 13:39:00,OH,DCA,41.0,East-West,N507AE,81.0,DCA,2022-03-09 15:29:00,OH,HPN,51.0,East-West,59.0,32.0,61.0,59.0,41.0,32.0,51.0,3
96,N507AE,N507AE,78.0,HPN,2022-03-09 13:39:00,OH,DCA,41.0,East-West,N507AE,81.0,DCA,2022-03-09 15:29:00,OH,HPN,51.0,East-West,N507AE,92.0,CAE,2022-03-09 17:22:00,OH,DCA,180.0,North-South,32.0,32.0,41.0,32.0,51.0,32.0,180.0,4
97,N507AE,N507AE,81.0,DCA,2022-03-09 15:29:00,OH,HPN,51.0,East-West,N507AE,92.0,CAE,2022-03-09 17:22:00,OH,DCA,180.0,North-South,N507AE,91.0,DCA,2022-03-09 19:29:00,OH,CAE,156.0,North-South,32.0,35.0,51.0,32.0,180.0,35.0,156.0,4
98,N507AE,N507AE,92.0,CAE,2022-03-09 17:22:00,OH,DCA,180.0,North-South,N507AE,91.0,DCA,2022-03-09 19:29:00,OH,CAE,156.0,North-South,N507AE,89.0,HPN,2022-03-10 15:28:00,OH,DCA,-12.0,East-West,35.0,1108.0,180.0,35.0,156.0,1108.0,-12.0,0
99,N507AE,N507AE,91.0,DCA,2022-03-09 19:29:00,OH,CAE,156.0,North-South,N507AE,89.0,HPN,2022-03-10 15:28:00,OH,DCA,-12.0,East-West,N507AE,73.0,DCA,2022-03-10 17:29:00,OH,HPN,11.0,East-West,1108.0,32.0,156.0,1108.0,-12.0,32.0,11.0,1
100,N507AE,N507AE,89.0,HPN,2022-03-10 15:28:00,OH,DCA,-12.0,East-West,N507AE,73.0,DCA,2022-03-10 17:29:00,OH,HPN,11.0,East-West,N507AE,91.0,DAY,2022-03-11 17:48:00,OH,DCA,56.0,East-West,32.0,1386.0,-12.0,32.0,11.0,1386.0,56.0,3
101,N507AE,N507AE,73.0,DCA,2022-03-10 17:29:00,OH,HPN,11.0,East-West,N507AE,91.0,DAY,2022-03-11 17:48:00,OH,DCA,56.0,East-West,N507AE,95.0,IAD,2022-03-12 18:11:00,OH,CLT,62.0,North-South,1386.0,1372.0,11.0,1386.0,56.0,1372.0,62.0,3
102,N507AE,N507AE,91.0,DAY,2022-03-11 17:48:00,OH,DCA,56.0,East-West,N507AE,95.0,IAD,2022-03-12 18:11:00,OH,CLT,62.0,North-South,N507AE,92.0,CLT,2022-03-12 20:16:00,OH,IAD,261.0,North-South,1372.0,30.0,56.0,1372.0,62.0,30.0,261.0,4
103,N507AE,N507AE,95.0,IAD,2022-03-12 18:11:00,OH,CLT,62.0,North-South,N507AE,92.0,CLT,2022-03-12 20:16:00,OH,IAD,261.0,North-South,N507AE,70.0,CRW,2022-03-13 12:58:00,OH,CLT,9.0,North-South,30.0,910.0,62.0,30.0,261.0,910.0,9.0,1
104,N507AE,N507AE,92.0,CLT,2022-03-12 20:16:00,OH,IAD,261.0,North-South,N507AE,70.0,CRW,2022-03-13 12:58:00,OH,CLT,9.0,North-South,N507AE,75.0,CLT,2022-03-13 14:38:00,OH,CRW,-3.0,North-South,910.0,30.0,261.0,910.0,9.0,30.0,-3.0,0
105,N507AE,N507AE,91.0,DAY,2022-03-14 17:48:00,OH,DCA,-11.0,East-West,N507AE,58.0,ORF,2022-03-15 08:30:00,OH,DCA,-10.0,North-South,N507AE,83.0,SYR,2022-03-15 15:59:00,OH,DCA,-12.0,North-South,791.0,391.0,-11.0,791.0,-10.0,391.0,-12.0,0
106,N507AE,N507AE,133.0,HSV,2022-03-27 13:59:00,OH,DCA,1.0,East-West,N507AE,75.0,HPN,2022-03-28 09:45:00,OH,DCA,17.0,East-West,N507AE,71.0,DCA,2022-03-28 11:29:00,OH,HPN,16.0,East-West,1053.0,29.0,1.0,1053.0,17.0,29.0,16.0,2
107,N508AE,N508AE,134.0,CLT,2022-03-03 15:36:00,OH,SHV,-6.0,East-West,N508AE,91.0,DAY,2022-03-04 17:48:00,OH,DCA,-11.0,East-West,N508AE,144.0,STL,2022-03-05 12:43:00,OH,DCA,0.0,East-West,1438.0,1044.0,-6.0,1438.0,-11.0,1044.0,0.0,0
108,N508AE,N508AE,132.0,DCA,2022-03-13 13:34:00,OH,ECP,10.0,East-West,N508AE,75.0,HPN,2022-03-14 09:45:00,OH,DCA,2.0,East-West,N508AE,71.0,DCA,2022-03-14 11:29:00,OH,HPN,-12.0,East-West,1079.0,29.0,10.0,1079.0,2.0,29.0,-12.0,0
109,N508AE,N508AE,122.0,SBN,2022-03-15 18:15:00,OH,CLT,7.0,North-South,N508AE,53.0,GSP,2022-03-16 14:36:00,OH,CLT,1.0,East-West,N508AE,95.0,TLH,2022-03-16 18:00:00,OH,CLT,-9.0,North-South,1099.0,151.0,7.0,1099.0,1.0,151.0,-9.0,0
110,N508AE,N508AE,53.0,GSP,2022-03-16 14:36:00,OH,CLT,1.0,East-West,N508AE,95.0,TLH,2022-03-16 18:00:00,OH,CLT,-9.0,North-South,N508AE,113.0,DCA,2022-03-17 10:05:00,OH,HSV,30.0,East-West,151.0,870.0,1.0,151.0,-9.0,870.0,30.0,2
111,N508AE,N508AE,95.0,TLH,2022-03-16 18:00:00,OH,CLT,-9.0,North-South,N508AE,113.0,DCA,2022-03-17 10:05:00,OH,HSV,30.0,East-West,N508AE,83.0,SYR,2022-03-17 15:59:00,OH,DCA,32.0,North-South,870.0,241.0,-9.0,870.0,30.0,241.0,32.0,2
112,N508AE,N508AE,102.0,CLT,2022-03-23 06:48:00,OH,DAY,-22.0,North-South,N508AE,123.0,ITH,2022-03-23 20:51:00,OH,CLT,-15.0,North-South,N508AE,113.0,DCA,2022-03-24 10:05:00,OH,HSV,1.0,East-West,741.0,671.0,-22.0,741.0,-15.0,671.0,1.0,1
113,N508AE,N508AE,123.0,ITH,2022-03-23 20:51:00,OH,CLT,-15.0,North-South,N508AE,113.0,DCA,2022-03-24 10:05:00,OH,HSV,1.0,East-West,N508AE,60.0,ORF,2022-03-24 13:44:00,OH,DCA,15.0,North-South,671.0,106.0,-15.0,671.0,1.0,106.0,15.0,1
114,N508AE,N508AE,113.0,DCA,2022-03-24 10:05:00,OH,HSV,1.0,East-West,N508AE,60.0,ORF,2022-03-24 13:44:00,OH,DCA,15.0,North-South,N508AE,74.0,CAK,2022-03-24 19:17:00,OH,DCA,13.0,East-West,106.0,273.0,1.0,106.0,15.0,273.0,13.0,1
115,N508AE,N508AE,60.0,ORF,2022-03-24 13:44:00,OH,DCA,15.0,North-South,N508AE,74.0,CAK,2022-03-24 19:17:00,OH,DCA,13.0,East-West,N508AE,60.0,ORF,2022-03-25 13:44:00,OH,DCA,0.0,North-South,273.0,1033.0,15.0,273.0,13.0,1033.0,0.0,0
116,N508AE,N508AE,74.0,CAK,2022-03-24 19:17:00,OH,DCA,13.0,East-West,N508AE,60.0,ORF,2022-03-25 13:44:00,OH,DCA,0.0,North-South,N508AE,82.0,DCA,2022-03-26 08:50:00,OH,GSO,-38.0,East-West,1033.0,1086.0,13.0,1033.0,0.0,1086.0,-38.0,0
117,N508AE,N508AE,60.0,ORF,2022-03-25 13:44:00,OH,DCA,0.0,North-South,N508AE,82.0,DCA,2022-03-26 08:50:00,OH,GSO,-38.0,East-West,N508AE,123.0,HSV,2022-03-26 11:30:00,OH,DCA,-16.0,East-West,1086.0,78.0,0.0,1086.0,-38.0,78.0,-16.0,0
118,N508AE,N508AE,67.0,ILM,2022-03-29 14:35:00,OH,CLT,114.0,East-West,N508AE,73.0,CLT,2022-03-29 16:13:00,OH,ILM,115.0,East-West,N508AE,104.0,CLT,2022-03-30 08:50:00,OH,CAK,-23.0,North-South,31.0,924.0,114.0,31.0,115.0,924.0,-23.0,0
119,N508AE,N508AE,73.0,CLT,2022-03-29 16:13:00,OH,ILM,115.0,East-West,N508AE,104.0,CLT,2022-03-30 08:50:00,OH,CAK,-23.0,North-South,N508AE,75.0,CRW,2022-03-30 16:34:00,OH,CLT,-17.0,North-South,924.0,360.0,115.0,924.0,-23.0,360.0,-17.0,0
120,N508AE,N508AE,104.0,CLT,2022-03-30 08:50:00,OH,CAK,-23.0,North-South,N508AE,75.0,CRW,2022-03-30 16:34:00,OH,CLT,-17.0,North-South,N508AE,75.0,CLT,2022-03-30 18:19:00,OH,CRW,-4.0,North-South,360.0,30.0,-23.0,360.0,-17.0,30.0,-4.0,0
121,N508AE,N508AE,75.0,CRW,2022-03-30 16:34:00,OH,CLT,-17.0,North-South,N508AE,75.0,CLT,2022-03-30 18:19:00,OH,CRW,-4.0,North-South,N508AE,144.0,STL,2022-03-31 12:43:00,OH,DCA,-22.0,East-West,30.0,1029.0,-17.0,30.0,-4.0,1029.0,-22.0,0
122,N509AE,N509AE,79.0,HPN,2022-03-01 09:41:00,OH,DCA,9.0,East-West,N509AE,72.0,DCA,2022-03-01 11:29:00,OH,HPN,3.0,East-West,N509AE,78.0,HPN,2022-03-01 13:40:00,OH,DCA,-8.0,East-West,29.0,59.0,9.0,29.0,3.0,59.0,-8.0,0
123,N509AE,N509AE,72.0,DCA,2022-03-01 11:29:00,OH,HPN,3.0,East-West,N509AE,78.0,HPN,2022-03-01 13:40:00,OH,DCA,-8.0,East-West,N509AE,75.0,DCA,2022-03-01 15:29:00,OH,HPN,-7.0,East-West,59.0,31.0,3.0,59.0,-8.0,31.0,-7.0,0
124,N509AE,N509AE,78.0,HPN,2022-03-01 13:40:00,OH,DCA,-8.0,East-West,N509AE,75.0,DCA,2022-03-01 15:29:00,OH,HPN,-7.0,East-West,N509AE,181.0,CLT,2022-03-02 07:57:00,OH,BGR,8.0,East-West,31.0,913.0,-8.0,31.0,-7.0,913.0,8.0,1
125,N509AE,N509AE,75.0,DCA,2022-03-01 15:29:00,OH,HPN,-7.0,East-West,N509AE,181.0,CLT,2022-03-02 07:57:00,OH,BGR,8.0,East-West,N509AE,66.0,EWN,2022-03-02 12:53:00,OH,CLT,-14.0,East-West,913.0,115.0,-7.0,913.0,8.0,115.0,-14.0,0
126,N509AE,N509AE,181.0,CLT,2022-03-02 07:57:00,OH,BGR,8.0,East-West,N509AE,66.0,EWN,2022-03-02 12:53:00,OH,CLT,-14.0,East-West,N509AE,79.0,CLT,2022-03-02 14:31:00,OH,EWN,-16.0,East-West,115.0,32.0,8.0,115.0,-14.0,32.0,-16.0,0
127,N509AE,N509AE,66.0,EWN,2022-03-02 12:53:00,OH,CLT,-14.0,East-West,N509AE,79.0,CLT,2022-03-02 14:31:00,OH,EWN,-16.0,East-West,N509AE,98.0,TLH,2022-03-02 22:28:00,OH,CLT,-22.0,North-South,32.0,398.0,-14.0,32.0,-16.0,398.0,-22.0,0
128,N509AE,N509AE,79.0,CLT,2022-03-02 14:31:00,OH,EWN,-16.0,East-West,N509AE,98.0,TLH,2022-03-02 22:28:00,OH,CLT,-22.0,North-South,N509AE,113.0,DCA,2022-03-03 10:05:00,OH,HSV,-25.0,East-West,398.0,599.0,-16.0,398.0,-22.0,599.0,-25.0,0
129,N509AE,N509AE,89.0,HPN,2022-03-04 15:28:00,OH,DCA,50.0,East-West,N509AE,73.0,DCA,2022-03-04 17:29:00,OH,HPN,39.0,East-West,N509AE,74.0,CAK,2022-03-04 19:17:00,OH,DCA,51.0,East-West,32.0,35.0,50.0,32.0,39.0,35.0,51.0,3
130,N509AE,N509AE,73.0,DCA,2022-03-04 17:29:00,OH,HPN,39.0,East-West,N509AE,74.0,CAK,2022-03-04 19:17:00,OH,DCA,51.0,East-West,N509AE,58.0,ORF,2022-03-05 08:29:00,OH,DCA,-11.0,North-South,35.0,718.0,39.0,35.0,51.0,718.0,-11.0,0
131,N509AE,N509AE,74.0,CAK,2022-03-04 19:17:00,OH,DCA,51.0,East-West,N509AE,58.0,ORF,2022-03-05 08:29:00,OH,DCA,-11.0,North-South,N509AE,112.0,SAV,2022-03-05 11:45:00,OH,DCA,-15.0,North-South,718.0,138.0,51.0,718.0,-11.0,138.0,-15.0,0
132,N509AE,N509AE,58.0,ORF,2022-03-05 08:29:00,OH,DCA,-11.0,North-South,N509AE,112.0,SAV,2022-03-05 11:45:00,OH,DCA,-15.0,North-South,N509AE,106.0,DCA,2022-03-05 14:13:00,OH,SAV,-23.0,North-South,138.0,36.0,-11.0,138.0,-15.0,36.0,-23.0,0
133,N509AE,N509AE,112.0,SAV,2022-03-05 11:45:00,OH,DCA,-15.0,North-South,N509AE,106.0,DCA,2022-03-05 14:13:00,OH,SAV,-23.0,North-South,N509AE,91.0,CAE,2022-03-05 16:55:00,OH,DCA,-19.0,North-South,36.0,56.0,-15.0,36.0,-23.0,56.0,-19.0,0
134,N509AE,N509AE,106.0,DCA,2022-03-05 14:13:00,OH,SAV,-23.0,North-South,N509AE,91.0,CAE,2022-03-05 16:55:00,OH,DCA,-19.0,North-South,N509AE,144.0,STL,2022-03-06 12:43:00,OH,DCA,11.0,East-West,56.0,1097.0,-23.0,56.0,-19.0,1097.0,11.0,1
135,N509AE,N509AE,124.0,DCA,2022-03-07 14:45:00,OH,STL,316.0,East-West,N509AE,137.0,DCA,2022-03-08 05:33:00,OH,BGR,-18.0,East-West,N509AE,133.0,HSV,2022-03-08 13:59:00,OH,DCA,5.0,East-West,764.0,369.0,316.0,764.0,-18.0,369.0,5.0,1
136,N509AE,N509AE,74.0,DCA,2022-03-14 06:39:00,OH,GSO,4.0,East-West,N509AE,119.0,SAV,2022-03-14 08:35:00,OH,DCA,3.0,North-South,N509AE,102.0,DCA,2022-03-14 11:13:00,OH,SAV,-13.0,North-South,42.0,39.0,4.0,42.0,3.0,39.0,-13.0,0
137,N509AE,N509AE,132.0,DCA,2022-03-16 13:28:00,OH,ECP,-13.0,East-West,N509AE,104.0,DCA,2022-03-16 19:46:00,OH,SAV,-12.0,North-South,N509AE,75.0,HPN,2022-03-17 09:45:00,OH,DCA,56.0,East-West,246.0,735.0,-13.0,246.0,-12.0,735.0,56.0,3
138,N509AE,N509AE,104.0,DCA,2022-03-16 19:46:00,OH,SAV,-12.0,North-South,N509AE,75.0,HPN,2022-03-17 09:45:00,OH,DCA,56.0,East-West,N509AE,71.0,DCA,2022-03-17 11:29:00,OH,HPN,51.0,East-West,735.0,29.0,-12.0,735.0,56.0,29.0,51.0,3
139,N509AE,N509AE,75.0,HPN,2022-03-17 09:45:00,OH,DCA,56.0,East-West,N509AE,71.0,DCA,2022-03-17 11:29:00,OH,HPN,51.0,East-West,N509AE,78.0,HPN,2022-03-17 13:39:00,OH,DCA,22.0,East-West,29.0,59.0,56.0,29.0,51.0,59.0,22.0,2
140,N509AE,N509AE,71.0,DCA,2022-03-17 11:29:00,OH,HPN,51.0,East-West,N509AE,78.0,HPN,2022-03-17 13:39:00,OH,DCA,22.0,East-West,N509AE,81.0,DCA,2022-03-17 15:29:00,OH,HPN,12.0,East-West,59.0,32.0,51.0,59.0,22.0,32.0,12.0,1
141,N509AE,N509AE,78.0,HPN,2022-03-17 13:39:00,OH,DCA,22.0,East-West,N509AE,81.0,DCA,2022-03-17 15:29:00,OH,HPN,12.0,East-West,N509AE,104.0,DCA,2022-03-17 19:46:00,OH,SAV,29.0,North-South,32.0,176.0,22.0,32.0,12.0,176.0,29.0,2
142,N509AE,N509AE,123.0,HSV,2022-03-21 21:08:00,OH,DCA,-7.0,East-West,N509AE,75.0,HPN,2022-03-22 09:45:00,OH,DCA,-7.0,East-West,N509AE,71.0,DCA,2022-03-22 11:29:00,OH,HPN,-17.0,East-West,634.0,29.0,-7.0,634.0,-7.0,29.0,-17.0,0
143,N509AE,N509AE,123.0,HSV,2022-03-29 21:08:00,OH,DCA,-19.0,East-West,N509AE,75.0,HPN,2022-03-30 09:45:00,OH,DCA,8.0,East-West,N509AE,71.0,DCA,2022-03-30 11:29:00,OH,HPN,3.0,East-West,634.0,29.0,-19.0,634.0,8.0,29.0,3.0,1
144,N509AE,N509AE,75.0,HPN,2022-03-30 09:45:00,OH,DCA,8.0,East-West,N509AE,71.0,DCA,2022-03-30 11:29:00,OH,HPN,3.0,East-West,N509AE,78.0,HPN,2022-03-30 13:39:00,OH,DCA,22.0,East-West,29.0,59.0,8.0,29.0,3.0,59.0,22.0,2
145,N509AE,N509AE,71.0,DCA,2022-03-30 11:29:00,OH,HPN,3.0,East-West,N509AE,78.0,HPN,2022-03-30 13:39:00,OH,DCA,22.0,East-West,N509AE,81.0,DCA,2022-03-30 15:29:00,OH,HPN,0.0,East-West,59.0,32.0,3.0,59.0,22.0,32.0,0.0,0
146,N509AE,N509AE,78.0,HPN,2022-03-30 13:39:00,OH,DCA,22.0,East-West,N509AE,81.0,DCA,2022-03-30 15:29:00,OH,HPN,0.0,East-West,N509AE,76.0,DCA,2022-03-30 20:04:00,OH,CLE,-4.0,East-West,32.0,194.0,22.0,32.0,0.0,194.0,-4.0,0
147,N509AE,N509AE,81.0,DCA,2022-03-30 15:29:00,OH,HPN,0.0,East-West,N509AE,76.0,DCA,2022-03-30 20:04:00,OH,CLE,-4.0,East-West,N509AE,133.0,HSV,2022-03-31 13:59:00,OH,DCA,11.0,East-West,194.0,999.0,0.0,194.0,-4.0,999.0,11.0,1
148,N510AE,N510AE,104.0,CLT,2022-03-06 08:50:00,OH,CAK,-23.0,North-South,N510AE,123.0,ITH,2022-03-06 20:51:00,OH,CLT,-16.0,North-South,N510AE,113.0,VPS,2022-03-07 13:06:00,OH,CLT,-15.0,East-West,617.0,852.0,-23.0,617.0,-16.0,852.0,-15.0,0
149,N510AE,N510AE,107.0,CLT,2022-03-07 14:30:00,OH,VPS,0.0,East-West,N510AE,95.0,IAD,2022-03-07 18:11:00,OH,CLT,-11.0,North-South,N510AE,92.0,CLT,2022-03-07 20:16:00,OH,IAD,6.0,North-South,114.0,30.0,0.0,114.0,-11.0,30.0,6.0,1
150,N510AE,N510AE,95.0,IAD,2022-03-07 18:11:00,OH,CLT,-11.0,North-South,N510AE,92.0,CLT,2022-03-07 20:16:00,OH,IAD,6.0,North-South,N510AE,150.0,LFT,2022-03-08 21:00:00,OH,CLT,7.0,East-West,30.0,1392.0,-11.0,30.0,6.0,1392.0,7.0,1
151,N510AE,N510AE,92.0,CLT,2022-03-07 20:16:00,OH,IAD,6.0,North-South,N510AE,150.0,LFT,2022-03-08 21:00:00,OH,CLT,7.0,East-West,N510AE,94.0,CLT,2022-03-09 17:51:00,OH,SDF,-17.0,East-West,1392.0,1101.0,6.0,1392.0,7.0,1101.0,-17.0,0
152,N510AE,N510AE,124.0,DCA,2022-03-11 14:45:00,OH,STL,34.0,East-West,N510AE,112.0,DCA,2022-03-12 13:07:00,OH,HSV,15.0,East-West,N510AE,125.0,JAX,2022-03-12 16:59:00,OH,DCA,10.0,North-South,1218.0,120.0,34.0,1218.0,15.0,120.0,10.0,1
153,N510AE,N510AE,88.0,CSG,2022-03-16 20:29:00,OH,CLT,-13.0,East-West,N510AE,53.0,GSP,2022-03-17 14:36:00,OH,CLT,-26.0,East-West,N510AE,190.0,CLT,2022-03-18 06:15:00,OH,BGR,-27.0,East-West,999.0,886.0,-13.0,999.0,-26.0,886.0,-27.0,0
154,N510AE,N510AE,53.0,GSP,2022-03-17 14:36:00,OH,CLT,-26.0,East-West,N510AE,190.0,CLT,2022-03-18 06:15:00,OH,BGR,-27.0,East-West,N510AE,67.0,ILM,2022-03-18 14:35:00,OH,CLT,-26.0,East-West,886.0,310.0,-26.0,886.0,-27.0,310.0,-26.0,0
155,N510AE,N510AE,190.0,CLT,2022-03-18 06:15:00,OH,BGR,-27.0,East-West,N510AE,67.0,ILM,2022-03-18 14:35:00,OH,CLT,-26.0,East-West,N510AE,73.0,CLT,2022-03-18 16:13:00,OH,ILM,-14.0,East-West,310.0,31.0,-27.0,310.0,-26.0,31.0,-14.0,0
156,N510AE,N510AE,67.0,ILM,2022-03-18 14:35:00,OH,CLT,-26.0,East-West,N510AE,73.0,CLT,2022-03-18 16:13:00,OH,ILM,-14.0,East-West,N510AE,95.0,IAD,2022-03-18 18:11:00,OH,CLT,-29.0,North-South,31.0,45.0,-26.0,31.0,-14.0,45.0,-29.0,0
157,N510AE,N510AE,73.0,CLT,2022-03-18 16:13:00,OH,ILM,-14.0,East-West,N510AE,95.0,IAD,2022-03-18 18:11:00,OH,CLT,-29.0,North-South,N510AE,92.0,CLT,2022-03-18 20:16:00,OH,IAD,-13.0,North-South,45.0,30.0,-14.0,45.0,-29.0,30.0,-13.0,0
158,N510AE,N510AE,95.0,IAD,2022-03-18 18:11:00,OH,CLT,-29.0,North-South,N510AE,92.0,CLT,2022-03-18 20:16:00,OH,IAD,-13.0,North-South,N510AE,99.0,CLT,2022-03-19 17:03:00,OH,MDT,370.0,North-South,30.0,1155.0,-29.0,30.0,-13.0,1155.0,370.0,4
159,N510AE,N510AE,92.0,CLT,2022-03-18 20:16:00,OH,IAD,-13.0,North-South,N510AE,99.0,CLT,2022-03-19 17:03:00,OH,MDT,370.0,North-South,N510AE,147.0,LFT,2022-03-20 13:10:00,OH,CLT,-5.0,East-West,1155.0,1108.0,-13.0,1155.0,370.0,1108.0,-5.0,0
160,N510AE,N510AE,134.0,CLT,2022-03-20 15:08:00,OH,LFT,-13.0,East-West,N510AE,123.0,ITH,2022-03-20 20:51:00,OH,CLT,-13.0,North-South,N510AE,113.0,DCA,2022-03-21 10:05:00,OH,HSV,-8.0,East-West,209.0,671.0,-13.0,209.0,-13.0,671.0,-8.0,0
161,N510AE,N510AE,74.0,DCA,2022-03-25 06:39:00,OH,GSO,-7.0,East-West,N510AE,119.0,SAV,2022-03-25 08:35:00,OH,DCA,22.0,North-South,N510AE,102.0,DCA,2022-03-25 11:13:00,OH,SAV,-3.0,North-South,42.0,39.0,-7.0,42.0,22.0,39.0,-3.0,0
162,N510AE,N510AE,119.0,SAV,2022-03-25 08:35:00,OH,DCA,22.0,North-South,N510AE,102.0,DCA,2022-03-25 11:13:00,OH,SAV,-3.0,North-South,N510AE,78.0,HPN,2022-03-25 13:39:00,OH,DCA,4.0,East-West,39.0,44.0,22.0,39.0,-3.0,44.0,4.0,1
